concepto,descripcion,concept,source
reconstrucción de imágenes,La reconstrucción iterativa se refiere a algoritmos iterativos utilizados para reconstruir imágenes 2D y 3D en técnicas de cierta imagen.,image reconstruction,wikipedia.org
balance de blancos,"En la fotografía y el procesamiento de imágenes, el equilibrio de color es el ajuste global de las intensidades de los colores (típicamente colores primarios rojos, verdes y azules).",white balance,wikipedia.org
compresión de imágenes,"Compresión de imagen es un tipo de compresión de datos aplicada a imágenes digitales, para reducir su costo de almacenamiento o transmisión.",image compression,wikipedia.org
formatos de imagen,El formato de archivo Animage es un formato de archivo para una imagen digital.,image formats,wikipedia.org
transformación de perspectiva,Una proyección 3D (o proyección gráfica) es una técnica de diseño utilizada para mostrar un objeto tridimensional (3D) en una superficie bidimensional (2D).,perspective transformation,wikipedia.org
warping de imágenes,La deformación de las imágenes es el proceso de manipular digitalmente el animaje de tal manera que cualquier forma retratada en la imagen se haya distorsionado significativamente.,image warping,wikipedia.org
limpieza de datos,"La limpieza de datos o la limpieza de datos es el proceso de identificación y corrección (o eliminación) de registros corruptos, inexactos o irrelevantes de un conjunto de datos, tabla o base de datos.",data cleaning,wikipedia.org
datos faltantes,"En las estadísticas, los datos faltantes o los valores faltantes se producen cuando no se almacena ningún valor de datos para la variable en una observación.",missing data,wikipedia.org
imputación de datos,"En estadísticas, imputación es el proceso de reemplazar los datos faltantes con valores sustituidos.",data imputation,wikipedia.org
transformación de datos,"En la computación, la transformación de datos es el proceso de convertir datos de un formato o estructura en otro formato o estructura.",data transformation,wikipedia.org
muestreo de datos,"En estadísticas, garantía de calidad y metodología de encuestas, el muestreo es la selección de un subconjunto o una muestra estadística (denominada muestra para abreviar) de individuos dentro de una población estadística para estimar las características de toda la población.",data sampling,wikipedia.org
reducción de dimensionalidad,"La reducción de la dimensionalidad, o la reducción de la dimensión, es la transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión para que la representación de baja dimensión retenga algunas propiedades significativas de los datos originales, idealmente cerca de su dimensión intrínseca.",dimensionality reduction,wikipedia.org
consistencia de datos,La inconsistencia de los datos se refiere a si los mismos datos mantenidos en diferentes lugares sí coinciden o no coinciden.,data consistency,wikipedia.org
integración de datos,"La integración de datos se refiere al proceso de combinación, intercambio o sincronización de datos de múltiples fuentes para proporcionar a los usuarios una vista unificada.",data integration,wikipedia.org
aprendizaje supervisado,"En el aprendizaje automático, el aprendizaje supervisado (SL) es un paradigma donde un modelo está entrenado utilizando objetos de entrada",supervised learning,wikipedia.org
aprendizaje no supervisado,"El aprendizaje no supervisado es un marco en el aprendizaje automático en el que, en contraste con el aprendizaje supervisado, los algoritmos aprenden patrones exclusivamente de datos no etiquetados.",unsupervised learning,wikipedia.org
aprendizaje por refuerzo,Reforcement Learning (RL) es un área de aprendizaje automático de aprendizaje automático y un control óptimo preocupado por cómo un agente anintelligente debe tomar medidas en un entorno dinámico para maximizar una señal de recompensa.,reinforcement learning,wikipedia.org
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org
regresión logística,"En las estadísticas, el modelo logístico (o modelo logit) es un modelo estadístico que modela los log-Odds de un evento como una combinación lineal de una o más variables independientes.",logistic regression,wikipedia.org
k nearest neighbors,"En las estadísticas, el algoritmo de vecinos K-Nearsest (K-NN) es un método de aprendizaje supervisado no paramétrico.",k nearest neighbors,wikipedia.org
árboles de decisión,"Un árbol de decisión es una estructura de partición recursiva de apoyo a la decisión que utiliza un modelo de decisiones similar a un árbol y sus posibles consecuencias, incluidos los resultados del evento casual, los costos de recursos y la utilidad.",decision trees,wikipedia.org
bosques aleatorios,"Bosques aleatorios o bosques de decisión aleatorios es un método de aprendizaje de conjunto para la clasificación, regresión y otras tareas que funciona creando una multitud de árboles de decisión durante la capacitación.",random forests,wikipedia.org
naive bayes,"En estadísticas, los clasificadores Bayes ingenuos (a veces simples o de idiota) son una familia de ""clasificadores probabilísticos"" que supone que las características son condicionalmente independientes, dada la clase objetivo.",naive bayes,wikipedia.org
k means,"La agrupación de K-Means es un método de cuantización vectorial, originaria del procesamiento de señales, que tiene como objetivo dividir N observaciones en K clústeres en los que cada observación pertenece al clúster con la media más cercana (centros de clúster o centroide de clúster), que sirve como un prototipo del clúster.",k means,wikipedia.org
dbscan,"La agrupación espacial basada en densidad de aplicaciones con ruido (DBSCAN) es un algoritmo de agrupación de datos propuesto por Martin Ester, Hans-Peter Kriegel, Jörg Sander y Xiaowei Xu en 1996.",dbscan,wikipedia.org
hierarchical clustering,"En la minería de datos y las estadísticas, la agrupación jerárquica (también llamada análisis de clúster jerárquico o HCA) es un método de análisis de clúster que busca construir una jerarquía de grupos.",hierarchical clustering,wikipedia.org
redes neuronales recurrentes,"Las redes neuronales recurrentes (RNN) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",recurrent neural networks,wikipedia.org
regresión ridge,La regresión de la cresta es un método para estimar los coeficientes de los modelos de regresión múltiple en escenarios donde las variables independientes están altamente correlacionadas.,ridge regression,wikipedia.org
regresión lasso,"En estadísticas y aprendizaje automático, lasso (al operador de contracción y selección menos absoluta; también laSso, Lasso o L1 Regularización) es un método de análisis de regresión que realiza tanto la selección variable como el orden de regularización para mejorar la precisión de la predicción e interpretación del modelo estadístico resultante.",lasso regression,wikipedia.org
elastic net,Los mapas elásticos proporcionan una herramienta para la reducción de la dimensionalidad no lineal.,elastic net,wikipedia.org
algoritmos genéticos,"En la investigación de la informática y las operaciones, un algoritmo genético (GA) es una metaheurística inspirada en el proceso de selección natural que pertenece a la clase más grande de algoritmos evolutivos (EA).",genetic algorithms,wikipedia.org
gradient boosting,"El impulso de gradiente es una técnica de aprendizaje automático basada en el impulso en un espacio funcional, donde el objetivo son los pseudo-resistuales en lugar de los residuos como en el impulso tradicional.",gradient boosting,wikipedia.org
q learning,"Q-Learning es un algoritmo de aprendizaje de refuerzo que capacita a un agente para asignar valores a sus posibles acciones basadas en el estado actual de ONIT, sin requerir un modelo del entorno (sin modelo).",q learning,wikipedia.org
procesamiento de lenguaje natural,El procesamiento del lenguaje natural (PNL) es un subcampo de la informática y especialmente la inteligencia artificial.,natural language processing,wikipedia.org
part of speech tagging,"En la lingüística del corpus, el etiquetado de parte de voz (etiquetado POS o etiquetado o post), también llamado etiquetado gramatical es el proceso de marcar una palabra en un texto (corpus) como correspondiente a una parte particular del habla, basado tanto en su definición como en su contexto.",part of speech tagging,wikipedia.org
extracción de relaciones,"Una tarea de extracción de relaciones requiere la detección y clasificación de las menciones de la relación semántica dentro de un conjunto de artefactos, típicamente de los documentos de texto o XML.",relationship extraction,wikipedia.org
machine translation,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de un idioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",machine translation,wikipedia.org
análisis de sintaxis,"El análisis, el análisis de sintaxis o el análisis sintáctico es un proceso de análisis de una cadena de símbolos, ya sea en lenguaje natural, lenguajes informáticos o estructuras de datos, que se ajustan a las reglas de una gramática formal al dividirla en partes.",syntax analysis,wikipedia.org
modelado de lenguaje,Un modelo de lenguaje es un modelo de lenguaje natural.,language modeling,wikipedia.org
embedding de palabras,"En el procesamiento del lenguaje natural, una incrustación de palabras es una representación de una palabra.",word embedding,wikipedia.org
word2vec,Word2Vec es una técnica en el procesamiento del lenguaje natural (PNL) para obtener representaciones vectoriales de palabras.,word2vec,wikipedia.org
redes neuronales recurrentes,"Las redes neuronales recurrentes (RNN) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",recurrent neural networks,wikipedia.org
clasificación de texto,"La clasificación de documentos o la categorización de documentos es un problema en biblioteconomía, ciencias de la información e informática.",text classification,wikipedia.org
detección de spam,Various anti-spam techniques are used to prevent email spam (unsolicited bulk email).,spam detection,wikipedia.org
segmentación de palabras,"Segmentación de texto El proceso de dividir el texto escrito en unidades significativas, como palabras, oraciones o temas.",word segmentation,wikipedia.org
text to speech,La síntesis del habla es la producción artificial del habla humana.,text to speech,wikipedia.org
speech to text,Reconocimiento de voz y subcampo de informática y lingüística computacional que desarrolla metodologías y tecnologías que permiten el reconocimiento y la traducción del lenguaje hablado al texto por las computadoras.,speech to text,wikipedia.org
desambiguación léxica,Desambiguación de sentido de palabras El proceso de identificación de qué sentido de una palabra se entiende en una oración u otro segmento de contexto.,lexical disambiguation,wikipedia.org
generación de texto,La generación del lenguaje natural (NLG) es un proceso de software que produce la producción del lenguaje natural.,text generation,wikipedia.org
machine translation,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de un idioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",machine translation,wikipedia.org
semantic role labeling,"En el procesamiento del lenguaje natural, el etiquetado de roles semánticos (también llamado análisis semántico superficial o relleno de ranuras) es el proceso que asigna etiquetas a palabras o frases en una oración que indica su papel semántico en la oración, como el de un agente, objetivo o resultado.",semantic role labeling,wikipedia.org
computación en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según ISO.",cloud computing,wikipedia.org
internet de las cosas,"Internet de las cosas (IoT) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas a través de Internet u otras redes de comunicación.",internet of things,wikipedia.org
plataforma como servicio,"La plataforma como servicio (PAAS) o plataforma de aplicaciones como servicio (APAA) o servicio basado en la plataforma es un modelo de servicio de computación en la nube donde los usuarios provocan, instancian, ejecutan y administran un paquete modular de una plataforma de computación y aplicaciones, sin la complejidad de la complejidad de la construcción y el mantenimiento de la infraestructura asociada con el desarrollo y el desarrollo de aplicaciones (S) de desarrollo (S), y para permitir a los desarrolladores crear, desarrollar y empaquetar tales software Bundles.",platform as a service,wikipedia.org
infraestructura como servicio,"La infraestructura como servicio (IaaS) es un modelo de servicio de computación en la nube donde un proveedor de servicios en la nube proporciona recursos informáticos como almacenamiento, red, servidores y virtualización (que emula hardware de computadora).",infrastructure as a service,wikipedia.org
software como servicio,El software como servicio (SaaS /Sæs /) es un modelo de servicio de computación en la nube donde el proveedor ofrece el uso del software de aplicación para un cliente y administra todos los recursos físicos y de software necesarios.,software as a service,wikipedia.org
edge computing,Edge Computing es un modelo de computación distribuido que acerca el cálculo y el almacenamiento de datos a las fuentes de datos.,edge computing,wikipedia.org
fog computing,"La computación de niebla o la red de niebla, también conocida como niebla, es una arquitectura que utiliza dispositivos de borde para llevar a cabo una cantidad sustancial de cálculo (informática de borde), almacenamiento y comunicación localmente y enrutada a través de la red troncal de Internet.",fog computing,wikipedia.org
servidor en la nube,Un servidor privado virtual (VPS) o un servidor dedicado virtual (VDS) es una máquina virtual vendida como un servicio por una empresa de alojamiento de Internet.,cloud server,wikipedia.org
almacenamiento en la nube,"El almacenamiento en la nube es un modelo de almacenamiento de datos de la computadora en el que los datos, se dice que están en ""la nube"", se almacena de forma remota en grupos lógicos y es accesible para los usuarios en una red, generalmente en Internet.",cloud storage,wikipedia.org
seguridad en la nube,"La seguridad de la computación en la nube o, más simplemente, la seguridad en la nube, se refiere a un amplio conjunto de políticas, tecnologías, aplicaciones y controles utilizados para proteger la IP virtualizada, los datos, las aplicaciones, los servicios y la infraestructura asociada de la computación en la nube.",cloud security,wikipedia.org
arquitectura de microservicios,"En Ingeniería de Software, una arquitectura de microservicio es un patrón arquitectónico que organiza una aplicación en una colección de servicios libremente acoplados y de grano fino que se comunican a través de protocolos livianos.",microservice architecture,wikipedia.org
automatización del hogar,La automatización del hogar o los domóticos son la automatización de la construcción para una casa.,home automation,wikipedia.org
automatización robótica de procesos,La automatización de procesos robóticos (RPA) es una forma de automatización de procesos comerciales basados ​​en robots de software (BOT) o agentes de inteligencia artificial (IA).,robotic process automation,wikipedia.org
screen scraping,El raspado de datos es una técnica en la que un programa de computadora extrae datos de la salida legible por humanos provenientes de otro programa.,screen scraping,wikipedia.org
automatización de procesos empresariales,"La automatización de procesos comerciales (BPA), también conocida como automatización de negocios, se refiere a la automatización de procesos comerciales habilitados para la tecnología.",business process automation,wikipedia.org
programación visual,"En la computación, un lenguaje de programación visual (sistema de programación visual, VPL, OR, VPS), también conocido como programación diagramática, programación gráfica o codificación de bloques, es un lenguaje de programación que permite a los usuarios crear programas manipulando elementos del programa gráficamente en lugar de especificarlos de forma textual.",visual programming,wikipedia.org
gestión de excepciones,"La gerencia por excepción (MBE) es un estilo de gestión empresarial que se centra en identificar y manejar casos que se desvían de la norma, recomendado como la mejor práctica por el método de gestión de proyectos.",exception management,wikipedia.org
automatización cognitiva,"La automatización describe una amplia gama de tecnologías que reducen los procesos de intervención humana, principalmente mediante la predeterminación de los criterios de decisión, las relaciones con subprocesos y las acciones relacionadas, así como la incorporación de esas predeterminaciones en las máquinas.",cognitive automation,wikipedia.org
procesamiento de señales,"El procesamiento de señales es un subcampo de ingeniería eléctrica que se centra en analizar, modificar y sintetizar señales, como sonido, imágenes, campos potenciales, señales sísmicas, procesamiento de altimetría y mediciones científicas.",signal processing,wikipedia.org
señal discreta,"En la dinámica matemática, el tiempo discreto y el tiempo continuo son dos marcos alternativos dentro de los cuales se modelan las variables que evolucionan con el tiempo.",discreet signal,wikipedia.org
frecuencia de muestreo,"En el procesamiento de señales, el muestreo es la reducción de una señal de tiempo continuo a una señal de tiempo discreto.",sampling frequency,wikipedia.org
transformada de fourier,"En matemáticas, la transformación de Fourier (FT) es una transformación anual que toma una función como entrada y emite otra función que describe la medida en que se presente varias frecuencias en la función original.",fourier transform,wikipedia.org
filtro pasa bajos,Un filtro de paso bajo es un filtro que pasa señales con una frecuencia inferior a una frecuencia de corte seleccionada y atenúa señales con frecuencias más altas que la frecuencia de corte.,low pass filter,wikipedia.org
transformada de laplace,"En Matemáticas, la transformación de Laplace, que lleva el nombre de Pierre-Simon Laplace (/ləˈplːs/), es una transformación anual que convierte una función de una variable real (generalmente t {DisplayStyle t}, en el dominio de tiempo) a una función de una variable compleja S {DisplayStyle S} (en el Domain de frecuencia con valor complejo, también conocido como S-Domain S-Domain, o S-Plane.",laplace transform,wikipedia.org
convolución,"En Matemáticas (en particular, análisis funcional), Convolutionis una operación matemática en dos funciones (F {DisplayStyle F} y G {DisplayStyle G}) que produce una tercera función (F ∗ G {DisplayStyle f*g}).",convolution,wikipedia.org
correlación cruzada,"En el procesamiento de la señal, la correlación cruzada es una medida de similitud de dos series en función del desplazamiento de uno en relación con el otro.",cross correlation,wikipedia.org
autocorrelación,"La autocorrelación, a veces conocida como correlación en serie en el caso de tiempo discreto, mide la correlación de una señal con una copia retrasada de sí misma.",autocorrelation,wikipedia.org
respuesta en frecuencia,"En el procesamiento de señales y la electrónica, la respuesta de frecuencia de un sistema es la medida cuantitativa de la magnitud y fase de la salida en función de la frecuencia de entrada.",frequency response,wikipedia.org
modulación amplitud,"La modulación de amplitud (AM) es una técnica de modulación utilizada en la comunicación electrónica, más comúnmente para transmitir mensajes con una onda de radio.",amplitude modulation,wikipedia.org
modulación frecuencia,La modulación de frecuencia (FM) es la codificación de información en una onda portadora variando la frecuencia instantánea de la onda.,frequency modulation,wikipedia.org
modulación de fase,La modulación de fase (PM) es un patrón de modulación para las señales de comunicación de acondicionamiento para la transmisión.,phase modulation,wikipedia.org
señales digitales,"Una señal digital es una señal que representa los datos como una secuencia de valores discretos; En un momento dado solo puede asumir, como máximo, uno de un número finito de valores.",digital signals,wikipedia.org
teorema de muestreo de nyquist,El teorema de muestreo Nyquist -Shannon es un principio esencial para el procesamiento de señal digital que vincula el rango de frecuencia de una señal y la frecuencia de muestreo requerida para evitar un tipo de distorsión llamada aliasing.,nyquist sampling theorem,wikipedia.org
ruido blanco,"En el procesamiento de la señal, el ruido blanco es una señal aleatoria que tiene la misma intensidad a diferentes frecuencias, lo que le da una densidad espectral de potencia constante.",white noise,wikipedia.org
ruido gaussiano,"En la teoría del procesamiento de señales, el ruido gaussiano, llamado así por Carl Friedrich Gauss, es un tipo de ruido de señal que tiene una función de densidad de probabilidad (PDF) igual a la de la distribución normal (que también se conoce como distribución gaussiana).",gaussian noise,wikipedia.org
espectrogramas,"Un espectrograma es una representación visual del espectro de frecuencias de una señal, ya que varía con el tiempo.",spectrograms,wikipedia.org
gráficos de barras,Un gráfico de barras o gráfico de barras es un gráfico o gráfico que presenta datos categóricos con barras rectangulares con alturas o longitudes proporcionales a los valores que representan.,bar charts,wikipedia.org
gráficos de líneas,"Un gráfico de línea o gráfico de línea, también conocido como gráfico de curva, es un tipo de gráfico que muestra información como una serie de puntos de datos llamados 'marcadores' conectados por segmentos de línea recta.",line charts,wikipedia.org
gráficos de dispersión,"Una gráfica de dispersión, también llamada Plócloe de dispersión, gráfico de dispersión, gráfico de dispersión, dispersión o diagrama de dispersión, es un tipo de gráfico o diagrama matemático que usa coordenadas cartesianas para mostrar valores para típicamente dos variables para un conjunto de datos.",scatter plots,wikipedia.org
histogramas,Un histograma es una representación visual de la distribución de datos cuantitativos.,histograms,wikipedia.org
diagramas de caja,"En las estadísticas descriptivas, un diagrama de caja o diagrama de caja es un método para demostrar gráficamente los grupos de datos numéricos de la localidad y asimetría a través de sus cuartiles.",boxplots,wikipedia.org
gráficos de radar,Un gráfico de radar es un método gráfico para mostrar datos multivariados en forma de un gráfico bidimensional de tres o más variables cuantitativas representadas en los ejes que comienzan desde el mismo punto.,radar chart,wikipedia.org
gráficos de rosca,Un gráfico circular (o un gráfico circular) es un gráfico estadístico circular que se divide en cortes para ilustrar una proporción numérica.,pie chart,wikipedia.org
gráficos de violin,Una parcela de violín es un gráfico estadístico para comparar distribuciones de probabilidad.,violin plot,wikipedia.org
diagramas de gantt,Una tabla Gantt es un gráfico de barras que ilustra un horario de proyecto.,gantt charts,wikipedia.org
nubes de palabras,Una nube de etiquetas (también conocida como nube de palabras o una lista ponderada en diseño visual) es una representación visual de los datos de texto que a menudo se usa para representar metadatos de palabras clave en sitios web o para visualizar el texto de forma gratuita.,word clouds,wikipedia.org
treemaps,"La visualización y la computación en INFORMACIÓN, TreemingPaping es un método para mostrar datos jerárquicos utilizando figuras anidadas, generalmente rectángulos.",treemaps,wikipedia.org
gráficos de red,"El dibujo de gráficos es un área de matemáticas e informática que combinan métodos de la teoría de gráficos geométricos y la visualización de la información para obtener representaciones bidimensionales de gráficos que surgen de aplicaciones como el análisis de redes sociales, la cartografía, la lingüística y la bioinformática.",network diagram,wikipedia.org
visualización interactiva,"La visualización (o visualización (ver diferencias de ortografía)), también conocida como visualización gráfica, es cualquier técnica para crear imágenes, diagramas o animaciones para comunicar un mensaje.",interactive visualization,wikipedia.org
dashboard,"Un tablero (también llamado tablero, panel de instrumentos o IP, o fascia) es un panel de control ubicado dentro de la consola central de un vehículo, bote o cabina de una aeronave o nave espacial.",dashboard,wikipedia.org
infografía,"Las infografías (un compuesto recortado de ""información"" y ""gráficos"") son representaciones visuales gráficas de información, datos o conocimiento destinado a presentar información de manera rápida y clara.",infographic,wikipedia.org
software de visualización,"La visualización (o visualización (ver diferencias de ortografía)), también conocida como visualización gráfica, es cualquier técnica para crear imágenes, diagramas o animaciones para comunicar un mensaje.",visualization software,wikipedia.org
inteligencia artificial,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",artificial intelligence,wikipedia.org
modelo autorregresivo,"En estadística y procesamiento de señales, un modelo autorregresivo (ar) es una representación de un proceso aleatorio, en el que la variable de interés depende de sus observaciones pasadas.",auto regressive model,wikipedia.org
bidireccional,"Dúplex es un término utilizado en telecomunicación para definir a un sistema que es capaz de mantener una comunicación bidireccional, enviando y recibiendo mensajes de forma simultánea.",bidirectional,wikipedia.org
boosting,Boosting es un meta-algoritmo de aprendizaje automático que reduce el sesgo y varianza en un contexto de aprendizaje supervisado.,boosting,wikipedia.org
entrenamiento,El entrenamiento es cualquier preparación o adiestramiento con el propósito de mejorar el rendimiento físico o intelectual.,co training,wikipedia.org
validación cruzada,La validación cruzada o cross-validation es una técnica utilizada para evaluar los resultados de un análisis estadístico y garantizar que sonindependientes de la partición entre datos de entrenamiento y prueba.,cross validation,wikipedia.org
igualdad de oportunidades,La igualdad de oportunidades es una idea de justicia social que propugna que un sistema es socialmente digno y justo cuando todas las personas tienen las mismas posibilidades de acceder al bienestar social y poseen los mismos derechos políticos.,equality of opportunity,wikipedia.org
ejemplo,"Un ejemplo sirve para explicar o ilustrar una afirmación general, o para proporcionar un caso particular que hace de modelo para el caso general.",example,wikipedia.org
realidad,"La realidad (del latín realitas y este de res, «cosa») es el término lingüístico que expresa el concepto abstracto de lo real y existente.",factuality,wikipedia.org
hiperparámetro,Este artículo trata sobre los hiperparámetros en estadística bayesiana.,hyperparameter,wikipedia.org
modelo en cascada,"En ingeniería de software el desarrollo en cascada, también llamado secuencial o ciclo de vida de un programa , es el enfoque metodológico que ordena rigurosamente las etapas del proceso para el desarrollo de software, de tal forma que el inicio de cada etapa debe esperar a la finalización de la etapa anterior.",waterfall model,wikipedia.org
multitarea,"La multitarea es la característica de los sistemas operativos modernos que permite que varios procesos o aplicaciones se ejecuten aparentemente al mismo tiempo, compartiendo uno o más procesadores.",multitask,wikipedia.org
precision,"Eningeniería, ciencia, industria y estadística, se denomina precisión a la capacidad de uninstrumento de dar el mismo resultado en mediciones diferentes realizadas en las mismas condiciones.",precision,wikipedia.org
ranking,"El término clasificación, el anglicismo ranking, o rankeo, hacen referencia a una relación entre un conjunto de elementos de tal manera que para cualquiera de los dos elementos el primero está «clasificado más alto que», «clasificado más bajo que» o «clasificado igual a» el segundo.",re ranking,wikipedia.org
escalada,"La escalada es una actividad que consiste en realizar ascensos sobre paredes, valiéndose de la fuerza física propia.",scaling,wikipedia.org
dividir,"En la matemática, la división es una operación parcialmente definida en el conjunto de  los números enteros; en cambio, en el caso de los números racionales, reales y complejos es siempre posible efectuar la división, exigiendo que el divisor sea distinto de cero, sea cual fuera la naturaleza de los números por dividir.",split,wikipedia.org
algoritmo,"En matemáticas, lógica, ciencias de la computación y disciplinas relacionadas, un algoritmo es un conjunto de instrucciones o reglas definidas y no-ambiguas, ordenadas y finitas que permite, típicamente, solucionar un problema, realizar un cómputo, procesar datos y llevar a cabo otras tareas o actividades.",algorithm,wikipedia.org
inteligencia artificial,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",artificial intelligence,wikipedia.org
muestra,"Una muestra es, en general, una cantidad limitada de algo que, através de su observación o de su análisis, nos sirve para conocer una cantidad mayor de ese algo.",sample,wikipedia.org
python,Python es un lenguaje de alto nivel de programacióninterpretado cuya filosofía hace hincapié en la legibilidad de su código.,python,wikipedia.org
community manager,"El responsable o gestor de comunidades de internet, virtuales, digitales, o en línea  (también usado el inglés community manager u online community manager), es quien actúa como auditor de la marca en los medios sociales.",community manager,wikipedia.org
inteligencia artificial,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",artificial intelligence,wikipedia.org
redes inteligentes,"Desde un contexto global, la red eléctrica inteligente (o rei; smart grid eninglés) se puede definir como la integración dinámica de los desarrollos eningeniería eléctrica y en almacenamiento energético, y los avances de las tecnologías de la información y la comunicación (o tic), dentro de la energía eléctrica (generación, transmisión, distribución, almacenamiento y comercialización, incluyendo las energías alternativas), permitiendo así que las áreas de coordinación de protecciones, control, instrumentación, medida, calidad y administración de energía, etc.",intelligent networks,wikipedia.org
algoritmo,"En matemáticas, lógica, ciencias de la computación y disciplinas relacionadas, un algoritmo es un conjunto de instrucciones o reglas definidas y no-ambiguas, ordenadas y finitas que permite, típicamente, solucionar un problema, realizar un cómputo, procesar datos y llevar a cabo otras tareas o actividades.",algorithm,wikipedia.org
aprendizaje automático,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de  la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",automatic learning,wikipedia.org
ejemplo,"Un ejemplo sirve para explicar o ilustrar una afirmación general, o para proporcionar un caso particular que hace de modelo para el caso general.",example,wikipedia.org
bases de datos,"Una base de datos (del inglés: database) se encarga no solo de almacenar datos, sino también de conectarlos entre sí en una unidad lógica.",databases,wikipedia.org
bases de datos distribuidas,Una base de datos distribuida (bdd) es un conjunto de múltiples bases de datos lógicamente relacionadas las cuales se encuentran distribuidas en diferentes espacios lógicos y geográficos (pej.,distributed databases,wikipedia.org
población,"En biología, el término población se refiere a todos los seres vivos del mismo grupo o especie, que viven en un área geográfica particular.",population,wikipedia.org
muestra,"Una muestra es, en general, una cantidad limitada de algo que, através de su observación o de su análisis, nos sirve para conocer una cantidad mayor de ese algo.",sample,wikipedia.org
moda,"La moda (del francés mode y del latín modus ‘modo, medida’) es un conjunto de prendas de vestir, adornos y complementos basados en gustos, usos y costumbres que se utilizan por una mayoría durante un periodo de tiempo determinado y que marcarán tendencia según la duración del mismo.",mode,wikipedia.org
espacio de muestreo,"En la teoría de probabilidades, el espacio muestral o espacio de muestreo (denotado e, s, ω o u) consiste en el conjunto de todos los posibles resultados de un experimento aleatorio, junto con una estructura sobre el mismo.",sampling space,wikipedia.org
entrenamiento,El entrenamiento es cualquier preparación o adiestramiento con el propósito de mejorar el rendimiento físico o intelectual.,co training,wikipedia.org
redes neuronales convolucionales,"Una red neuronal convolucional es un tipo de red neuronal artificial donde las neuronas artificiales, corresponden a campos receptivos de una manera muy similar a las neuronas en la corteza visual primaria (v1) de un cerebro biológico.",convolutional neuronal networks,wikipedia.org
lenguaje humano,Un lenguaje  (del occitano lenguatgey del latín lingua) es un sistema de comunicación organizado para el que existe un contexto de uso y ciertos principios combinatorios formales.,human language,wikipedia.org
información,Información es el nombre por el que se conoce un conjunto organizado de datos procesados que constituyen un mensaje que cambia el estado de conocimiento del sujeto o sistema que recibe dicho mensaje.,information,wikipedia.org
volumen,El volumen es una magnitud métrica de tipo escalar definida como la extensión en tres dimensiones de una región del espacio.,volume,wikipedia.org
veracidad,"La verdad es la coincidencia entre una afirmación y los hechos, o la realidad a la que dicha afirmación se refiere.",veracity,wikipedia.org
fuentes de información,"Se denominan fuentes de información, en teoría de la información y telecomunicación, a cualquier origen de información susceptible de ser representado mediante una señal analógica y/o digital.",information sources,wikipedia.org
aprendizaje automático,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de  la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",automatic learning,wikipedia.org
reduce,Reduce es un programa de uso general de álgebra computacional (cas) encaminado hacia usos en física.,reduce,wikipedia.org
seguridad,Seguridad (del latín securitas) cotidianamente se puede referir a la ausencia de riesgo o a la confianza en algo o en alguien.,security,wikipedia.org
bondad de ajuste,La bondad de ajuste de un modelo estadístico describe lo  bien  que se ajusta un conjunto de observaciones.,adjustment goodness,wikipedia.org
