concepto,descripcion,source,num_tokens
filtrado de datos,El filtrado colaborativo (fc) es una técnica utilizada por algunos sistemas recomendadores.,Wiki_SerpAPI,15
eliminación de duplicados,"En estadística y aprendizaje automático, la fuga (también conocida como fuga de datos o de objetivos) es el uso de información en el proceso de formación del modelo que no se esperaría que estuviera disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecuta en un entorno de producción.",Wiki_SerpAPI,69
agrupación de datos,"El método de agrupamiento para el manejo de datos (eninglés: group method of data handling, gmdh) es una familia de algoritmos inductivos para la modelación matemática computacional de conjunto de datos multi-paramétricos que caracteriza completamente la optimización estructural y paramétrica automática de modelos.",Wiki_SerpAPI,48
relleno de datos faltantes,"Extracto, transformación, carga (etl) es un proceso de computación trifásico donde los datos se extraen de una fuente de entrada, se transforman (incluida la limpieza) y se carga en un contenedor de datos de salida.",Wiki_SerpAPI,43
conversión de tipos de datos,"En la informática y la programación de computadoras, un tipo de datos (o simplemente tipo) es una recopilación o agrupación de valores de datos, generalmente especificado por un conjunto de valores posibles, un conjunto de operaciones permitidas en estos valores y/o una representación de estos valores como tipos de máquina.",Wiki_SerpAPI,58
revisión de tipos de datos,"En aprendizaje automático (aa) y minería de datos, el aprendizaje supervisado es una técnica para deducir una función a partir de datos de formación.",Wiki_SerpAPI,28
corrección de errores de entrada,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
fusión de conjuntos de datos,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
eliminación de columnas irrelevantes,"La limpieza de datos o la limpieza de datos es el proceso de identificación y corrección (o eliminación) de registros corruptos, inexactos o irrelevantes de un conjunto de datos, tabla o base de datos.",Wiki_SerpAPI,39
filtrado de filas irrelevantes,El algoritmo es un algoritmo desarrollado por kira y rendell en 1992 que toma un enfoque de método de filtro para la selección de características que es notablemente sensible a las interacciones de características.,Wiki_SerpAPI,35
interpolación de datos,La asimilación de datos es una disciplina matemática que trata de combinar de forma óptima la teoría (normalmente en forma de modelo numérico) con las observaciones.,Wiki_SerpAPI,29
relleno con promedio,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",Wiki_SerpAPI,78
relleno con mediana,"La esquizofrenia ye un diagnósticu psiquiátricu que s'utiliza pa persones con un grupu de trestornos mentales crónicos y graves, carauterizáu de cutiu por conductes que resulten anómales pa la comunidá, falta de perceición de la realidá, alteraciones na perceición o na espresión de l'alteración de la realidá.",Wiki_SerpAPI,51
relleno con moda,La historia del algodón comenzó con la domesticación del cultivo.,Wiki_SerpAPI,11
identificación de valores extremos,La teoría del valor extremo o el análisis de valor extremo (eva) es el estudio de extremos en las distribuciones estadísticas.,Wiki_SerpAPI,24
recodificación de variables,"En el análisis de regresión, una variable ficticia (también conocida como variable indicadora o simplemente ficticia) es una que toma un valor binario (0 o 1) para indicar la ausencia o presencia de algún efecto categórico que se puede esperar que cambie el resultado.",Wiki_SerpAPI,50
depuración de nombres de columnas,"Apache hadoop es un entorno de trabajo para software, bajo licencia libre, para programar aplicaciones distribuidas que manejen grandes volúmenes de datos (big data).",Wiki_SerpAPI,29
eliminación de espacios en blanco,"Version space learning es un enfoque lógico para el aprendizaje automático, específicamente la clasificación binaria.",Wiki_SerpAPI,17
validación de rangos de datos,Silhouette se refiere a un método de interpretación y validación de la coherencia dentro del análisis de grupos.,Wiki_SerpAPI,19
manejo de datos inconsistentes,La teoría de conexiones funcionales (tcf) es un marco matemático diseñado para la interpolación funcional.,Wiki_SerpAPI,18
codificación de fechas,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
verificación de integridad de datos,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",Wiki_SerpAPI,61
xgboost,"Xgboost (impulso de gradiente extremo) es una biblioteca de software de código abierto que proporciona un marco de impulso de gradiente regularizado para c ++, java, python, r, julia, perl y scala.",Wiki_SerpAPI,41
lightgbm,"Lightgbm, abreviatura de light gradient-boosting machine, es un marco de refuerzo de gradiente distribuido gratuito y de código abierto para el aprendizaje automático, desarrollado originalmente por microsoft.",Wiki_SerpAPI,31
clustering,El análisis o la agrupación de clúster es la tarea de agrupar un conjunto de objetos de tal manera que los objetos en el mismo grupo (llamado clúster) son más similares (en algún sentido específico definido por el analista) entre sí que a los de los de otros grupos (clústeres).,Wiki_SerpAPI,57
umap,"La reducción de la dimensionalidad no lineal, también conocida como aprendizaje múltiple, es cualquiera de las diversas técnicas relacionadas que tienen como objetivo proyectar datos de alta dimensión, potencialmente existentes en los colectores no lineales que no pueden capturarse adecuadamente mediante métodos de descomposición lineal, en los cambios de latentes de dimensióninferior, con el espacio de la altura de los datos de los datos bajos en el espacio de baja dimensional, o el aprendizaje del mapeo en sí.",Wiki_SerpAPI,85
gru,"Las unidades recurrentes cerradas (grus) son un mecanismo de activación en las redes neuronales recurrentes, introducidas en 2014 por kyunghyun cho et al.",Wiki_SerpAPI,27
máquinas de boltzmann,"Una máquina boltzmann (también llamada modelo sherrington-kirkpatrick con campo externo o modelo de ising estocástico), que lleva el nombre de ludwig boltzmann, es un modelo de vidrio giratorio con un campo externo, es decir, un modelo sherrington-kirkpatrick, que es un modelo estocástico.",Wiki_SerpAPI,50
redes adversarias generativas,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,Wiki_SerpAPI,26
bagging,"La agregación de bootstrap, también llamado empacado (de la agregación de arranque) o el bootstrapping, es un meta-algoritmo de conjunto de aprendizaje automático (ml) diseñado para mejorar la estabilidad y la precisión de los algoritmos de clasificación y regresión de ml.",Wiki_SerpAPI,48
stacking,"En estadísticas y aprendizaje automático, los métodos de conjunto utilizan múltiples algoritmos de aprendizaje para obtener un mejor rendimiento predictivo de lo que podría obtenerse de cualquiera de los algoritmos de aprendizaje constituyentes solo.",Wiki_SerpAPI,36
regresión de procesos gaussianos,"En la teoría y las estadísticas de la probabilidad, un proceso gaussiano es un proceso estocástico (una colección de variables aleatorias indexadas por tiempo o espacio), de modo que cada colección finita de esas variables aleatorias tiene una distribución normal multivariada.",Wiki_SerpAPI,46
clustering fuzzy c-means,La agrupación difusa (también denominada agrupación suave o medias k suaves) es una forma de agrupación en la que cada punto de datos puede pertenecer a más de un clúster.,Wiki_SerpAPI,33
stemización,"En la morfología lingüística y la recuperación de la información, la derivación es el proceso de reducir las palabras infectadas (o a veces derivadas) a su tallo de palabra, base o raíz, generalmente una forma de palabra escrita.",Wiki_SerpAPI,44
análisis de sentimientos,"Análisis de sentimiento (también conocido como minería de opinión) se refiere al uso de procesamiento de lenguaje natural, análisis de texto y lingüística computacional para identificar y extraer información subjetiva de los recursos.",Wiki_SerpAPI,37
resumen automático,Automated machine learning (automl) es el proceso de automatización de las tareas de aplicar el aprendizaje automático a los problemas del mundo real.,Wiki_SerpAPI,26
fasttext,Fasttext es una biblioteca para aprender de incrustaciones de palabras y clasificación de texto creada por el laboratorio de investigación de ia (justo) de facebook.,Wiki_SerpAPI,28
representaciones contextuales,"La detección de objetos es una tecnología de ordenador relacionada con la visión artificial y el procesamiento de imagen que trata de detectar casos de objetos semánticos de una cierta clase (como humanos, edificios, o coches) en vídeos e imágenes digitales.",Wiki_SerpAPI,46
bert,Las representaciones del codificador bidireccional de transformers (bert) son un modelo de idioma introducido en octubre de 2018 por investigadores de google.,Wiki_SerpAPI,25
gpt,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,Wiki_SerpAPI,29
gru,"Las unidades recurrentes cerradas (grus) son un mecanismo de activación en las redes neuronales recurrentes, introducidas en 2014 por kyunghyun cho et al.",Wiki_SerpAPI,27
parsing dependencial,Un campo aleatorio condicional (conditional random field o crf eninglés) es un modelo estocástico utilizado habitualmente para etiquetar y segmentar secuencias de datos o extraer información de documentos.,Wiki_SerpAPI,31
parsing constituencial,"En lingüística, el análisis de constituyentes inmediatos (ica) es una teoría sintáctica que se centra en la estructura jerárquica de las oraciones aislando e identificando a los componentes.",Wiki_SerpAPI,32
etiquetado secuencial,"El etiquetado de componente conectado (ccl), el análisis de componentes conectados (cca), la extracción de blob, el etiquetado de región, el descubrimiento de blob o la extracción de región es una aplicación algorítmica de la teoría de gráficos, donde los subconjuntos de componentes conectados se etiquetan de manera única en base a una heurística dada.",Wiki_SerpAPI,65
coreferencia,Bert é un modelo de linguaxe bidireccional introducido en outubro de 2018 por investigadores de google.,Wiki_SerpAPI,17
computación híbrida,"El aprendizaje automático cuántico (eninglés quantum machine learning) es una novedosa área de investigacióninterdisciplinar, situada entre la mecánica cuántica y la informática, que suma esfuerzos para combinar la mecánica cuántica y el aprendizaje automático.",Wiki_SerpAPI,39
big data en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
servicios de nube privada,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
servicios de nube pública,"Nube pública es un término que hace referencia a una infraestructura que está disponible para el público en general o para un gran sector de la industria, y es provista por una organización que comercializa servicios a demanda.",Wiki_SerpAPI,40
automatización en la nube,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
machine learning en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
redes de sensores iot,"El internet de las cosas industrial (iiot) se refiere a sensores interconectados, instrumentos y otros dispositivos conectados con respecto a las aplicaciones industriales de las computadoras, incluida la fabricación y la gestión de la energía.",Wiki_SerpAPI,40
conectividad iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
protocolo mqtt,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
protocolo coap,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
dispositivos iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
pasarelas iot,Google cloud (nube de google) es una plataforma que ha reunido todas las aplicaciones de desarrollo web que google estaba ofreciendo por separado.,Wiki_SerpAPI,26
análisis de datos iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
integración de iot y cloud,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
gemelos digitales,"Un gemelo digital es un modelo digital de un producto físico, sistema o proceso físico (un gemelo físico) que sirve como una contraparte digital para fines como simulación, integración, prueba, monitoreo y mantenimiento.",Wiki_SerpAPI,40
iot industrial,"El internet de las cosas industrial (iiot) se refiere a sensores interconectados, instrumentos y otros dispositivos conectados con respecto a las aplicaciones industriales de las computadoras, incluida la fabricación y la gestión de la energía.",Wiki_SerpAPI,40
redes 5g para iot,"En las telecomunicaciones, 5g es la quinta generación de la tecnología de red celular, como el sucesor de la cuarta generación (4g), y los operadores móviles de todo el mundo han desplegado desde 2019.",Wiki_SerpAPI,42
api de iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
servicios en nube multi-tenant,Software multitenancy es una arquitectura de software en la que una sola instancia de software se ejecuta en un servidor y atiende a múltiples inquilinos.,Wiki_SerpAPI,26
orquestación de nube,Las analíticas en la nube es un término de marketing para que las empresas lleven a cabo análisis utilizando la computación en la nube.,Wiki_SerpAPI,25
contenedores en la nube,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",Wiki_SerpAPI,52
cloud functions,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",Wiki_SerpAPI,52
iot security,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
procesamiento de datos iot,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
servicios de mensajería en la nube,Las analíticas en la nube es un término de marketing para que las empresas lleven a cabo análisis utilizando la computación en la nube.,Wiki_SerpAPI,25
blockchain en iot,Una blockchain es un libro mayor distribuido con crecientes listas de registros (bloques) que están vinculados de forma segura através de hashes criptográficos.,Wiki_SerpAPI,26
análisis predictivo iot,Las técnicas de mantenimiento predictivo están diseñadas para ayudar a determinar la condición del equipo en servicio para estimar cuándo se debe realizar el mantenimiento.,Wiki_SerpAPI,26
aceleración de modelos ai,"Un acelerador de ia es una clase de acelerador por hardware o sistema informático diseñado para acelerar aplicaciones de inteligencia artificial, especialmente redes neuronales artificiales, visión artificial y aprendizaje automático.",Wiki_SerpAPI,33
despliegue de modelos ai en edge,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
inferencia distribuida,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
optimización de recursos para modelos,"En el aprendizaje automático, la optimización o la ajuste del hiperparameter es el problema de elegir un conjunto de hiperparámetros óptimos para un algoritmo de aprendizaje.",Wiki_SerpAPI,28
gestión de datos para ai,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
trazabilidad de datos,"Oracle cloud es un servicio de computación en nube ofrecido por oracle corporation que proporciona servidores, almacenamiento, redes, aplicaciones y servicios através de una red global de centros de datos administrados por oracle corporation.",Wiki_SerpAPI,38
pruebas de estabilidad de modelos,"En matemáticas aplicadas, el análisis topológico de los datos (eninglés: topological data analysis) (tda) es un enfoque el análisis de conjuntos de datos que utiliza técnicas de topología.",Wiki_SerpAPI,35
control de calidad de modelos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
pipeline de datos ai,"En la computación, una tubería, también conocida como tuberías de datos, es un conjunto de elementos de procesamiento de datos conectados en serie, donde la salida de un elemento es la entrada del siguiente.",Wiki_SerpAPI,39
orquestación de tareas ai,Google cloud (nube de google) es una plataforma que ha reunido todas las aplicaciones de desarrollo web que google estaba ofreciendo por separado.,Wiki_SerpAPI,26
infraestructura como código para modelos,No confundir con hiperparámetro (bayesiano).,Wiki_SerpAPI,8
versionado de datos de entrenamiento,"Dvc es un sistema de versiones gratuito y de código abierto y agnóstico de plataforma para datos, modelos de aprendizaje automático y experimentos.",Wiki_SerpAPI,25
automatización de features engineering,La ingeniería de características es un paso de preprocesamiento en el aprendizaje automático supervisado y el modelado estadístico que transforma los datos sin procesar en un conjunto más efectivo de entradas.,Wiki_SerpAPI,32
monitorización de drift de datos,Un lídar o lidar es un dispositivo que permite determinar la distancia desde un emisor láser a un objeto o superficie utilizando un haz láser pulsado.,Wiki_SerpAPI,27
escalado automático de modelos,"Un transformador es un modelo de aprendizaje profundo que usa el mecanismo de autoatención, en el que se le da un peso diferente a cada parte de la entrada.",Wiki_SerpAPI,31
despliegue multinube,"Multicloud (también escrito como múltiples nubes o múltiples nubes) es un término coninterpretaciones variables, que generalmente se refiere a un sistema que utiliza múltiples proveedores de computación en la nube.",Wiki_SerpAPI,34
adaptación dinámica de modelos,"En la informática, el aprendizaje automático en línea es un método de aprendizaje automático en el que los datos están disponibles en un orden secuencial y se utiliza para actualizar el mejor predictor para datos futuros en cada paso, en oposición a las técnicas de aprendizaje por lotes que generan el mejor predictor aprendiendo en todo el conjunto de datos de capacitación a la vez.",Wiki_SerpAPI,68
inferencia en tiempo real,"La inteligencia artificial explicable (eninglés: explainable artificial intelligence, habitualmente abreviado xai) se refiere a métodos y técnicas en la aplicación de tecnología de inteligencia artificial (ia) por los que el ser humano es capaz de comprender las decisiones y predicciones realizadas por la inteligencia artificial.",Wiki_SerpAPI,52
inferencia en lote,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
explicabilidad basada en gráficos,Los algoritmos de dibujo de gráficos dirigidos por la fuerza son una clase de algoritmos para dibujar gráficos de una manera estéticamente agradable.,Wiki_SerpAPI,24
privacidad diferencial en modelos ai,La privacidad diferencial (dp) es un marco matemáticamente riguroso para liberar información estadística sobre conjuntos de datos al tiempo que protege la privacidad de los sujetos de datos individuales.,Wiki_SerpAPI,32
evaluación de impacto ético de modelos,"La regulación de la inteligencia artificial es el desarrollo de políticas y leyes del sector público para promover y regular la inteligencia artificial (ia); está, por lo tanto, relacionada con la regulación más amplia de los algoritmos.",Wiki_SerpAPI,43
regulación de modelos de machine learning,"La regulación de la inteligencia artificial es el desarrollo de políticas y leyes del sector público para promover y regular la inteligencia artificial (ia); está, por lo tanto, relacionada con la regulación más amplia de los algoritmos.",Wiki_SerpAPI,43
compatibilidad con frameworks múltiples,"Las siguientes tablas comparan marcos de software notables, bibliotecas y programas de computadora para aplicaciones de aprendizaje profundo.",Wiki_SerpAPI,20
automatización de documentación de modelos,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",Wiki_SerpAPI,61
a/b testing en modelos ai,"La ia explicable (xai), a menudo superpuesta con ia interpretable, o aprendizaje automático explicable (xml), es un campo de investigación dentro de la inteligencia artificial (ia) que explora los métodos que proporcionan a los humanos la capacidad de supervisiónintelectual sobre los algoritmos de ia.",Wiki_SerpAPI,54
gestión de sesgos post-despliegue,"Un sistema de intercambio de bicicletas, un programa de compartir bicicletas, un esquema de bicicletas públicas o un esquema de compartir bicicletas públicas (pbs), es un servicio de transporte compartido donde las bicicletas están disponibles para uso compartido por personas a bajo costo.",Wiki_SerpAPI,49
integración de modelos en aplicaciones web,"En estos últimos años, la comunidad de modelaje basado en agentes (abm por sus siglas eninglés) ha desarrollado algunos conjuntos de herramientas prácticos de modelaje basado en agentes que permite a las personas desarrollar aplicaciones basadas en agentes.",Wiki_SerpAPI,42
uso de gpus para despliegue ai,"Tensorflow es una biblioteca de código abierto para aprendizaje automático através de un rango de tareas, y desarrollado por google para satisfacer sus necesidades de sistemas capaces de construir y entrenar redes neuronales para detectar y descifrar patrones y correlaciones, análogos al aprendizaje y razonamiento usados por los humanos.",Wiki_SerpAPI,52
inferencia en dispositivos iot,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
pruebas de seguridad para modelos ai,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
monitorización en tiempo real de modelos,La realidad virtual (rv) es un entorno de escenas y objetos simulados de apariencia real.,Wiki_SerpAPI,18
despliegue de modelos ai en kubernetes,"Oracle cloud es un servicio de computación en nube ofrecido por oracle corporation que proporciona servidores, almacenamiento, redes, aplicaciones y servicios através de una red global de centros de datos administrados por oracle corporation.",Wiki_SerpAPI,38
reentrenamiento automático basado en feedback,"La retroalimentación positiva (exacerbación de la retroalimentación, la retroalimentación auto-reforzada) es un proceso que ocurre en un ciclo de retroalimentación donde el resultado de un proceso refuerza el proceso incitante para generar impulso.",Wiki_SerpAPI,37
uso de data lake para entrenamiento ai,Los impactos ambientales de la inteligencia artificial (ia) pueden variar significativamente.,Wiki_SerpAPI,14
automatización de auditorías de modelos,"La seguridad de la inteligencia artificial es un campo multidisciplinario que se ocupa de prevenir accidentes, usos indebidos u otras consecuencias perjudiciales que podrían derivarse del uso de sistemas de inteligencia artificial (ia).",Wiki_SerpAPI,37
seguridad de datos en despliegues ai,"La seguridad de la inteligencia artificial es un campo multidisciplinario que se ocupa de prevenir accidentes, usos indebidos u otras consecuencias perjudiciales que podrían derivarse del uso de sistemas de inteligencia artificial (ia).",Wiki_SerpAPI,37
despliegue de modelos explicables,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
actualización continua de modelos en producción,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
bots de software,Un chatbot es una aplicación de software o interfaz web que está diseñada para imitar la conversación humana através de interacciones de texto o voz.,Wiki_SerpAPI,26
flujos de trabajo automatizados,El software 2.,Wiki_SerpAPI,4
procesos repetitivos,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
automatización basada en reglas,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
orquestación de bots,"La bioinformática puede definirse, de manera general, como la aplicación de tecnologías computacionales y la estadística a la gestión y análisis de datos biológicos.",Wiki_SerpAPI,27
asistentes virtuales,"Un asistente virtual (va) es un agente de software que puede realizar una gama de tareas o servicios para un usuario en función de la entrada del usuario, como comandos o preguntas, incluidas las verbales.",Wiki_SerpAPI,40
integración con apis,"Las api de google son api desarrolladas por google, las cuales permiten la comunicación e integración de los servicios de google con otros servicios.",Wiki_SerpAPI,26
gestión de credenciales en rpa,Muchas designaciones profesionales en los estados unidos toman la forma de letras postnominales.,Wiki_SerpAPI,14
bots desatendidos,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
bots atendidos,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
plataformas de rpa,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
herramientas de rpa,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
automatización de formularios,"En matemáticas y lógica matemática, el álgebra booleana es una rama de álgebra.",Wiki_SerpAPI,15
automatización de tareas manuales,"La automatizaciónindustrial (automatización: del griego antiguo auto, ‘guiado por uno mismo’) es el uso de sistemas o elementos computarizados, electromecánicos, electroneumáticos y electrohidráulicos para finesindustriales.",Wiki_SerpAPI,34
automatización de flujos de datos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
análisis de procesos para rpa,La automatización de procesos robóticos (rpa) es una forma de automatización de procesos comerciales basados en robots de software (bot) o agentes de inteligencia artificial (ia).,Wiki_SerpAPI,33
documentación de procesos,Process mining es una familia de técnicas para analizar los datos de eventos para comprender y mejorar los procesos operativos.,Wiki_SerpAPI,21
monitorización de bots,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
automatización de tareas repetitivas,"La automatizaciónindustrial (automatización: del griego antiguo auto, ‘guiado por uno mismo’) es el uso de sistemas o elementos computarizados, electromecánicos, electroneumáticos y electrohidráulicos para finesindustriales.",Wiki_SerpAPI,34
automatización asistida,La fabricación asistida por computadora (cam) también conocida como modelado asistido por computadora o mecanizado asistido por computadora es el uso de software para controlar las máquinas herramientas en la fabricación de piezas de trabajo.,Wiki_SerpAPI,38
automatización no asistida,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",Wiki_SerpAPI,61
pruebas automatizadas,"En las pruebas de software, la automatización de pruebas es el uso de software separado del software que se está probando para controlar la ejecución de pruebas y la comparación de resultados reales con los resultados predichos.",Wiki_SerpAPI,39
automatización de flujos de trabajo,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
