concepto,descripcion,source,num_tokens
embeddings de entrada,"En las redes neuronales artificiales, la atención es una técnica que pretende imitar la atención cognitiva.",Wiki_SerpAPI,18
head de atención,La atención es un método de aprendizaje automático que determina la importancia relativa de cada componente en una secuencia en relación con los otros componentes en esa secuencia.,Wiki_SerpAPI,29
capas de transformer,"El transformer es una arquitectura de aprendizaje profundo que fue desarrollada por investigadores de google y se basa en el mecanismo de atención de múltiples cabezas, que se propuso en el artículo de 2017 ""la atención es todo lo que necesita"".",Wiki_SerpAPI,45
normalización de capas,"Una red neuronal residual (también conocida como red residual, resnet) es un modelo de aprendizaje profundo en el que las capas de pesos aprenden funciones residuales con referencia a las entradas de las capas.",Wiki_SerpAPI,38
salida del modelo gpt,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,Wiki_SerpAPI,29
aprendizaje transferido,El aprendizaje por transferencia (tl) es una técnica de aprendizaje máquina (ml) en la que el conocimiento aprendido de una tarea se reutiliza para elevar el rendimiento en una tarea relacionada.,Wiki_SerpAPI,36
parámetros ajustables,"En estadística y aprendizaje automático, el dilema entre sesgo y varianza describe la relación entre la complejidad de un modelo, la exactitud de sus predicciones y su capacidad para realizar predicciones sobre datos no observados previamente que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
entrenamiento supervisado,"En aprendizaje automático (aa) y minería de datos, el aprendizaje supervisado es una técnica para deducir una función a partir de datos de formación.",Wiki_SerpAPI,28
entrenamiento no supervisado,El aprendizaje no supervisado es un método de aprendizaje automático (aa) donde un modelo se ajusta a las observaciones.,Wiki_SerpAPI,22
ajuste por retropropagación,"En aprendizaje de máquina, la retropropagación o propagación hacia atrás de errores (del inglés backpropagation) es un algoritmo de aprendizaje supervisado utilizado para entrenar redes neuronales prealimentadas.",Wiki_SerpAPI,31
codificador en transformers,"El transformer es una arquitectura de aprendizaje profundo que fue desarrollada por investigadores de google y se basa en el mecanismo de atención de múltiples cabezas, que se propuso en el artículo de 2017 ""la atención es todo lo que necesita"".",Wiki_SerpAPI,45
decodificador en transformers,"El transformer es una arquitectura de aprendizaje profundo que fue desarrollada por investigadores de google y se basa en el mecanismo de atención de múltiples cabezas, que se propuso en el artículo de 2017 ""la atención es todo lo que necesita"".",Wiki_SerpAPI,45
atención multihead,La atención es un método de aprendizaje automático que determina la importancia relativa de cada componente en una secuencia en relación con los otros componentes en esa secuencia.,Wiki_SerpAPI,29
prompt en gpt,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,Wiki_SerpAPI,29
modelo de lenguaje generativo,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,Wiki_SerpAPI,29
regularización en gpt,"En matemáticas, estadísticas, finanzas y ciencias de la computación, particularmente en el aprendizaje automático y los problemas inversos, la regularización es un proceso que convierte la respuesta de un problema a uno más simple.",Wiki_SerpAPI,39
escalado de modelos,"Un transformador es un modelo de aprendizaje profundo que usa el mecanismo de autoatención, en el que se le da un peso diferente a cada parte de la entrada.",Wiki_SerpAPI,31
entrenamiento distribuido,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
detección de bordes,"La detección de borde incluye una variedad de métodos matemáticos que apuntan a identificar bordes, definidos como curvas en una imagen digital a la que el brillo de la imagen cambia bruscamente o, más formalmente, tiene discontinuidades.",Wiki_SerpAPI,41
convolución en imágenes,"En el procesamiento de imágenes, un núcleo, una matriz de convolución o máscara es una pequeña matriz utilizada para desenfoque, afilado, estampado, detección de bordes y más.",Wiki_SerpAPI,33
mapas de características,"En el aprendizaje automático y el reconocimiento de patrones, una característica es una propiedad individual medible o característica de un conjunto de datos.",Wiki_SerpAPI,25
pooling,"En las redes neuronales, una capa de agrupación es un tipo de capa de red que baja y agrega información que se dispersa entre muchos vectores en menos vectores.",Wiki_SerpAPI,31
normalización de imágenes,La segmentación es uno de los problemas generales del campo de la visión artificial y consiste en dividir una imagen digital en varias regiones (grupos de píxeles) denominadas segmentos.,Wiki_SerpAPI,32
filtro de mediana,"El filtro mediano es una técnica de filtrado digital no lineal, a menudo utilizado para eliminar el ruido de una imagen, señal y video.",Wiki_SerpAPI,27
transformada de radón,"La transformación hough (/hʌf/) es una técnica de extracción de características utilizada en análisis de imágenes, visión por computadora, reconocimiento de patrones y procesamiento de imágenes digitales.",Wiki_SerpAPI,32
anotación de imágenes,La segmentación es uno de los problemas generales del campo de la visión artificial y consiste en dividir una imagen digital en varias regiones (grupos de píxeles) denominadas segmentos.,Wiki_SerpAPI,32
ajuste de contraste,La corrección de gamma o gamma es una operación no lineal utilizada para codificar y decodificar los valores de luminancia o tristimulus en los sistemas de videos o de imágenes fijas.,Wiki_SerpAPI,32
registro de imágenes,El registro de imágenes es el proceso de transformación de diferentes conjuntos de datos en un sistema de coordenadas.,Wiki_SerpAPI,20
extracción de características,"En aprendizaje de máquina y estadística, selección de característica, también conocida como selección de variable, selección de atributo o selección de subconjunto variable, es el proceso de seleccionar un subconjunto de características pertinentes (variables, predictores) para su uso en construcción de modelos.",Wiki_SerpAPI,50
reconstrucción 3d,"En la visión por computadora y los gráficos por computadora, la reconstrucción 3d es el proceso de captura de la forma y la apariencia de objetos reales.",Wiki_SerpAPI,29
esteganografía de imágenes,"La esteganografía (/ ˌstɛɛnɒrəfi/ ⓘ steg -ə-nog-rə-fee) es la práctica de representar información dentro de otro mensaje o objeto físico, de tal manera que la presencia de la información oculta no sea evidente para el examen de una persona desprevenida.",Wiki_SerpAPI,44
segmentación basada en color,La segmentación es uno de los problemas generales del campo de la visión artificial y consiste en dividir una imagen digital en varias regiones (grupos de píxeles) denominadas segmentos.,Wiki_SerpAPI,32
eliminación de datos faltantes,"En estadística, los datos faltantes o valores faltantes ocurren cuando no se almacena un valor de datos para la variable en una observación.",Wiki_SerpAPI,25
detección de valores atípicos,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,61
normalización de datos,La escala de características es un método utilizado para normalizar el rango de variables o características independientes de los datos.,Wiki_SerpAPI,21
estandarización de datos,La escala de características es un método utilizado para normalizar el rango de variables o características independientes de los datos.,Wiki_SerpAPI,21
codificación de variables categóricas,"En programación, programación de expresión de genes (peg) es un algoritmo evolutivo que crea programas o modelos.",Wiki_SerpAPI,21
label encoding,"En los circuitos digitales y el aprendizaje automático, un único-hot es un grupo de bits entre los cuales las combinaciones legales de valores son solo aquellas con un solo alto (1) bit y todos los demás bajos (0).",Wiki_SerpAPI,44
manejo de valores nulos,"En sql, null o null es un marcador especial utilizado para indicar que no existe un valor de datos en la base de datos.",Wiki_SerpAPI,26
escalado de características,La escala de características es un método utilizado para normalizar el rango de variables o características independientes de los datos.,Wiki_SerpAPI,21
filtrado de datos,El filtrado colaborativo (fc) es una técnica utilizada por algunos sistemas recomendadores.,Wiki_SerpAPI,15
eliminación de duplicados,"En estadística y aprendizaje automático, la fuga (también conocida como fuga de datos o de objetivos) es el uso de información en el proceso de formación del modelo que no se esperaría que estuviera disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecuta en un entorno de producción.",Wiki_SerpAPI,69
agrupación de datos,"El método de agrupamiento para el manejo de datos (eninglés: group method of data handling, gmdh) es una familia de algoritmos inductivos para la modelación matemática computacional de conjunto de datos multi-paramétricos que caracteriza completamente la optimización estructural y paramétrica automática de modelos.",Wiki_SerpAPI,48
conversión de tipos de datos,"En la informática y la programación de computadoras, un tipo de datos (o simplemente tipo) es una recopilación o agrupación de valores de datos, generalmente especificado por un conjunto de valores posibles, un conjunto de operaciones permitidas en estos valores y/o una representación de estos valores como tipos de máquina.",Wiki_SerpAPI,58
revisión de tipos de datos,"En aprendizaje automático (aa) y minería de datos, el aprendizaje supervisado es una técnica para deducir una función a partir de datos de formación.",Wiki_SerpAPI,28
fusión de conjuntos de datos,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
eliminación de columnas irrelevantes,"La limpieza de datos o la limpieza de datos es el proceso de identificación y corrección (o eliminación) de registros corruptos, inexactos o irrelevantes de un conjunto de datos, tabla o base de datos.",Wiki_SerpAPI,39
interpolación de datos,La asimilación de datos es una disciplina matemática que trata de combinar de forma óptima la teoría (normalmente en forma de modelo numérico) con las observaciones.,Wiki_SerpAPI,29
identificación de valores extremos,La teoría del valor extremo o el análisis de valor extremo (eva) es el estudio de extremos en las distribuciones estadísticas.,Wiki_SerpAPI,24
recodificación de variables,"En el análisis de regresión, una variable ficticia (también conocida como variable indicadora o simplemente ficticia) es una que toma un valor binario (0 o 1) para indicar la ausencia o presencia de algún efecto categórico que se puede esperar que cambie el resultado.",Wiki_SerpAPI,50
validación de rangos de datos,Silhouette se refiere a un método de interpretación y validación de la coherencia dentro del análisis de grupos.,Wiki_SerpAPI,19
codificación de fechas,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
xgboost,"Xgboost (impulso de gradiente extremo) es una biblioteca de software de código abierto que proporciona un marco de impulso de gradiente regularizado para c ++, java, python, r, julia, perl y scala.",Wiki_SerpAPI,41
lightgbm,"Lightgbm, abreviatura de light gradient-boosting machine, es un marco de refuerzo de gradiente distribuido gratuito y de código abierto para el aprendizaje automático, desarrollado originalmente por microsoft.",Wiki_SerpAPI,31
clustering,El análisis o la agrupación de clúster es la tarea de agrupar un conjunto de objetos de tal manera que los objetos en el mismo grupo (llamado clúster) son más similares (en algún sentido específico definido por el analista) entre sí que a los de los de otros grupos (clústeres).,Wiki_SerpAPI,57
umap,"La reducción de la dimensionalidad no lineal, también conocida como aprendizaje múltiple, es cualquiera de las diversas técnicas relacionadas que tienen como objetivo proyectar datos de alta dimensión, potencialmente existentes en los colectores no lineales que no pueden capturarse adecuadamente mediante métodos de descomposición lineal, en los cambios de latentes de dimensióninferior, con el espacio de la altura de los datos de los datos bajos en el espacio de baja dimensional, o el aprendizaje del mapeo en sí.",Wiki_SerpAPI,85
gru,"Las unidades recurrentes cerradas (grus) son un mecanismo de activación en las redes neuronales recurrentes, introducidas en 2014 por kyunghyun cho et al.",Wiki_SerpAPI,27
redes adversarias generativas,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,Wiki_SerpAPI,26
bagging,"La agregación de bootstrap, también llamado empacado (de la agregación de arranque) o el bootstrapping, es un meta-algoritmo de conjunto de aprendizaje automático (ml) diseñado para mejorar la estabilidad y la precisión de los algoritmos de clasificación y regresión de ml.",Wiki_SerpAPI,48
stacking,"En estadísticas y aprendizaje automático, los métodos de conjunto utilizan múltiples algoritmos de aprendizaje para obtener un mejor rendimiento predictivo de lo que podría obtenerse de cualquiera de los algoritmos de aprendizaje constituyentes solo.",Wiki_SerpAPI,36
regresión de procesos gaussianos,"En la teoría y las estadísticas de la probabilidad, un proceso gaussiano es un proceso estocástico (una colección de variables aleatorias indexadas por tiempo o espacio), de modo que cada colección finita de esas variables aleatorias tiene una distribución normal multivariada.",Wiki_SerpAPI,46
clustering fuzzy c-means,La agrupación difusa (también denominada agrupación suave o medias k suaves) es una forma de agrupación en la que cada punto de datos puede pertenecer a más de un clúster.,Wiki_SerpAPI,33
stemización,"En la morfología lingüística y la recuperación de la información, la derivación es el proceso de reducir las palabras infectadas (o a veces derivadas) a su tallo de palabra, base o raíz, generalmente una forma de palabra escrita.",Wiki_SerpAPI,44
análisis de sentimientos,"Análisis de sentimiento (también conocido como minería de opinión) se refiere al uso de procesamiento de lenguaje natural, análisis de texto y lingüística computacional para identificar y extraer información subjetiva de los recursos.",Wiki_SerpAPI,37
fasttext,Fasttext es una biblioteca para aprender de incrustaciones de palabras y clasificación de texto creada por el laboratorio de investigación de ia (justo) de facebook.,Wiki_SerpAPI,28
bert,Las representaciones del codificador bidireccional de transformers (bert) son un modelo de idioma introducido en octubre de 2018 por investigadores de google.,Wiki_SerpAPI,25
gpt,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,Wiki_SerpAPI,29
gru,"Las unidades recurrentes cerradas (grus) son un mecanismo de activación en las redes neuronales recurrentes, introducidas en 2014 por kyunghyun cho et al.",Wiki_SerpAPI,27
etiquetado secuencial,"El etiquetado de componente conectado (ccl), el análisis de componentes conectados (cca), la extracción de blob, el etiquetado de región, el descubrimiento de blob o la extracción de región es una aplicación algorítmica de la teoría de gráficos, donde los subconjuntos de componentes conectados se etiquetan de manera única en base a una heurística dada.",Wiki_SerpAPI,65
big data en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
servicios de nube privada,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
servicios de nube pública,"Nube pública es un término que hace referencia a una infraestructura que está disponible para el público en general o para un gran sector de la industria, y es provista por una organización que comercializa servicios a demanda.",Wiki_SerpAPI,40
automatización en la nube,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
machine learning en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
redes de sensores iot,"El internet de las cosas industrial (iiot) se refiere a sensores interconectados, instrumentos y otros dispositivos conectados con respecto a las aplicaciones industriales de las computadoras, incluida la fabricación y la gestión de la energía.",Wiki_SerpAPI,40
conectividad iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
protocolo mqtt,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
protocolo coap,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
dispositivos iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
pasarelas iot,Google cloud (nube de google) es una plataforma que ha reunido todas las aplicaciones de desarrollo web que google estaba ofreciendo por separado.,Wiki_SerpAPI,26
análisis de datos iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
integración de iot y cloud,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
gemelos digitales,"Un gemelo digital es un modelo digital de un producto físico, sistema o proceso físico (un gemelo físico) que sirve como una contraparte digital para fines como simulación, integración, prueba, monitoreo y mantenimiento.",Wiki_SerpAPI,40
iot industrial,"El internet de las cosas industrial (iiot) se refiere a sensores interconectados, instrumentos y otros dispositivos conectados con respecto a las aplicaciones industriales de las computadoras, incluida la fabricación y la gestión de la energía.",Wiki_SerpAPI,40
redes 5g para iot,"En las telecomunicaciones, 5g es la quinta generación de la tecnología de red celular, como el sucesor de la cuarta generación (4g), y los operadores móviles de todo el mundo han desplegado desde 2019.",Wiki_SerpAPI,42
api de iot,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
servicios en nube multi-tenant,Software multitenancy es una arquitectura de software en la que una sola instancia de software se ejecuta en un servidor y atiende a múltiples inquilinos.,Wiki_SerpAPI,26
orquestación de nube,Las analíticas en la nube es un término de marketing para que las empresas lleven a cabo análisis utilizando la computación en la nube.,Wiki_SerpAPI,25
contenedores en la nube,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",Wiki_SerpAPI,52
cloud functions,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",Wiki_SerpAPI,52
iot security,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
procesamiento de datos iot,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
servicios de mensajería en la nube,Las analíticas en la nube es un término de marketing para que las empresas lleven a cabo análisis utilizando la computación en la nube.,Wiki_SerpAPI,25
blockchain en iot,Una blockchain es un libro mayor distribuido con crecientes listas de registros (bloques) que están vinculados de forma segura através de hashes criptográficos.,Wiki_SerpAPI,26
análisis predictivo iot,Las técnicas de mantenimiento predictivo están diseñadas para ayudar a determinar la condición del equipo en servicio para estimar cuándo se debe realizar el mantenimiento.,Wiki_SerpAPI,26
aceleración de modelos ai,"Un acelerador de ia es una clase de acelerador por hardware o sistema informático diseñado para acelerar aplicaciones de inteligencia artificial, especialmente redes neuronales artificiales, visión artificial y aprendizaje automático.",Wiki_SerpAPI,33
despliegue de modelos ai en edge,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
inferencia distribuida,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
optimización de recursos para modelos,"En el aprendizaje automático, la optimización o la ajuste del hiperparameter es el problema de elegir un conjunto de hiperparámetros óptimos para un algoritmo de aprendizaje.",Wiki_SerpAPI,28
gestión de datos para ai,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
control de calidad de modelos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
pipeline de datos ai,"En la computación, una tubería, también conocida como tuberías de datos, es un conjunto de elementos de procesamiento de datos conectados en serie, donde la salida de un elemento es la entrada del siguiente.",Wiki_SerpAPI,39
versionado de datos de entrenamiento,"Dvc es un sistema de versiones gratuito y de código abierto y agnóstico de plataforma para datos, modelos de aprendizaje automático y experimentos.",Wiki_SerpAPI,25
automatización de features engineering,La ingeniería de características es un paso de preprocesamiento en el aprendizaje automático supervisado y el modelado estadístico que transforma los datos sin procesar en un conjunto más efectivo de entradas.,Wiki_SerpAPI,32
escalado automático de modelos,"Un transformador es un modelo de aprendizaje profundo que usa el mecanismo de autoatención, en el que se le da un peso diferente a cada parte de la entrada.",Wiki_SerpAPI,31
despliegue multinube,"Multicloud (también escrito como múltiples nubes o múltiples nubes) es un término coninterpretaciones variables, que generalmente se refiere a un sistema que utiliza múltiples proveedores de computación en la nube.",Wiki_SerpAPI,34
adaptación dinámica de modelos,"En la informática, el aprendizaje automático en línea es un método de aprendizaje automático en el que los datos están disponibles en un orden secuencial y se utiliza para actualizar el mejor predictor para datos futuros en cada paso, en oposición a las técnicas de aprendizaje por lotes que generan el mejor predictor aprendiendo en todo el conjunto de datos de capacitación a la vez.",Wiki_SerpAPI,68
inferencia en lote,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
explicabilidad basada en gráficos,Los algoritmos de dibujo de gráficos dirigidos por la fuerza son una clase de algoritmos para dibujar gráficos de una manera estéticamente agradable.,Wiki_SerpAPI,24
privacidad diferencial en modelos ai,La privacidad diferencial (dp) es un marco matemáticamente riguroso para liberar información estadística sobre conjuntos de datos al tiempo que protege la privacidad de los sujetos de datos individuales.,Wiki_SerpAPI,32
regulación de modelos de machine learning,"La regulación de la inteligencia artificial es el desarrollo de políticas y leyes del sector público para promover y regular la inteligencia artificial (ia); está, por lo tanto, relacionada con la regulación más amplia de los algoritmos.",Wiki_SerpAPI,43
compatibilidad con frameworks múltiples,"Las siguientes tablas comparan marcos de software notables, bibliotecas y programas de computadora para aplicaciones de aprendizaje profundo.",Wiki_SerpAPI,20
automatización de documentación de modelos,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",Wiki_SerpAPI,61
gestión de sesgos post-despliegue,"Un sistema de intercambio de bicicletas, un programa de compartir bicicletas, un esquema de bicicletas públicas o un esquema de compartir bicicletas públicas (pbs), es un servicio de transporte compartido donde las bicicletas están disponibles para uso compartido por personas a bajo costo.",Wiki_SerpAPI,49
integración de modelos en aplicaciones web,"En estos últimos años, la comunidad de modelaje basado en agentes (abm por sus siglas eninglés) ha desarrollado algunos conjuntos de herramientas prácticos de modelaje basado en agentes que permite a las personas desarrollar aplicaciones basadas en agentes.",Wiki_SerpAPI,42
inferencia en dispositivos iot,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
pruebas de seguridad para modelos ai,"En el campo de la inteligencia artificial, la investigación sobre la alineación o el alineamiento (eninglés, ai alignment) se ocupa de buscar formas de dirigir el desarrollo de los sistemas de inteligencia artificial en conformidad con los objetivos e intereses de sus diseñadores.",Wiki_SerpAPI,48
despliegue de modelos ai en kubernetes,"Oracle cloud es un servicio de computación en nube ofrecido por oracle corporation que proporciona servidores, almacenamiento, redes, aplicaciones y servicios através de una red global de centros de datos administrados por oracle corporation.",Wiki_SerpAPI,38
reentrenamiento automático basado en feedback,"La retroalimentación positiva (exacerbación de la retroalimentación, la retroalimentación auto-reforzada) es un proceso que ocurre en un ciclo de retroalimentación donde el resultado de un proceso refuerza el proceso incitante para generar impulso.",Wiki_SerpAPI,37
automatización de auditorías de modelos,"La seguridad de la inteligencia artificial es un campo multidisciplinario que se ocupa de prevenir accidentes, usos indebidos u otras consecuencias perjudiciales que podrían derivarse del uso de sistemas de inteligencia artificial (ia).",Wiki_SerpAPI,37
seguridad de datos en despliegues ai,"La seguridad de la inteligencia artificial es un campo multidisciplinario que se ocupa de prevenir accidentes, usos indebidos u otras consecuencias perjudiciales que podrían derivarse del uso de sistemas de inteligencia artificial (ia).",Wiki_SerpAPI,37
despliegue de modelos explicables,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
bots de software,Un chatbot es una aplicación de software o interfaz web que está diseñada para imitar la conversación humana através de interacciones de texto o voz.,Wiki_SerpAPI,26
procesos repetitivos,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
automatización basada en reglas,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
asistentes virtuales,"Un asistente virtual (va) es un agente de software que puede realizar una gama de tareas o servicios para un usuario en función de la entrada del usuario, como comandos o preguntas, incluidas las verbales.",Wiki_SerpAPI,40
bots desatendidos,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
bots atendidos,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
plataformas de rpa,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
herramientas de rpa,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
automatización de tareas manuales,"La automatizaciónindustrial (automatización: del griego antiguo auto, ‘guiado por uno mismo’) es el uso de sistemas o elementos computarizados, electromecánicos, electroneumáticos y electrohidráulicos para finesindustriales.",Wiki_SerpAPI,34
automatización de flujos de datos,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
análisis de procesos para rpa,La automatización de procesos robóticos (rpa) es una forma de automatización de procesos comerciales basados en robots de software (bot) o agentes de inteligencia artificial (ia).,Wiki_SerpAPI,33
documentación de procesos,Process mining es una familia de técnicas para analizar los datos de eventos para comprender y mejorar los procesos operativos.,Wiki_SerpAPI,21
monitorización de bots,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
automatización de tareas repetitivas,"La automatizaciónindustrial (automatización: del griego antiguo auto, ‘guiado por uno mismo’) es el uso de sistemas o elementos computarizados, electromecánicos, electroneumáticos y electrohidráulicos para finesindustriales.",Wiki_SerpAPI,34
automatización asistida,La fabricación asistida por computadora (cam) también conocida como modelado asistido por computadora o mecanizado asistido por computadora es el uso de software para controlar las máquinas herramientas en la fabricación de piezas de trabajo.,Wiki_SerpAPI,38
